,color,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,cast_total_facebook_likes,actor_3_name,language,budget_x,actor_2_facebook_likes,movie_facebook_likes,director,writer,producer,composer,cinematographer,main_actor_4,worldwide,mpaa,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
243,1,-1.4733313895316686,-0.3073456875796692,-0.3236185334341855,287,-0.8729589893702939,313,-0.7397710991908861,589,0,0.8269160644000031,-0.4143826342829561,-0.5391709006402762,43,153,47,54,75,16,-0.37142557725786574,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
244,1,0.0021908273450287827,-0.2435653855998585,-0.3133198190962071,82,-0.09506418754870374,359,-0.27875052549187146,112,0,1.026831558937466,-0.38027684965017156,-0.5690356017641469,11,263,288,126,229,13,0.5834953259721676,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
245,1,3.534501588958941,-0.31565423266516174,-0.40053705614596197,414,0.2416868089108591,214,0.09438583396449847,513,0,1.1949650759548816,0.1956523454723533,-0.5690356017641469,335,584,335,82,123,427,-0.03218729162957244,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
247,1,1.6118514275741533,-0.31565423266516174,-0.3435722924640187,165,0.1574990597959684,227,-0.14187110950966883,57,0,0.2449135480190559,-0.4060711405489162,4.261090478523612,335,154,262,82,49,359,1.2377999435050286,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
248,1,0.9411595108120181,-0.31565423266516174,0.5022096225424603,510,0.6626255544853127,310,0.8493280779575443,174,0,1.1050541042878144,1.1987636582013093,-0.5690356017641469,276,65,280,172,162,594,-0.2706906821849416,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
250,1,0.538744360754737,-0.30172520119830654,0.5022096225424603,36,0.07331131068107768,257,0.5634814510240267,549,0,0.5173807711851441,1.0554620420971728,-0.5690356017641469,115,216,178,184,176,604,0.1625725222859766,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
251,1,2.5061073165903336,-0.31565423266516174,-0.2396196446150489,127,-0.6843784313529387,97,-0.5535497004659133,491,0,0.8415895441554698,-0.38715532722317014,0.09392287984397685,335,132,94,120,123,492,1.233945131505899,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
252,1,1.343574660869299,3.10551139077296,-0.29175688595106475,201,-0.09506418754870374,343,-0.2550703369868071,291,0,0.7130847647346698,-0.4065010453972286,-0.5690356017641469,402,464,41,106,110,437,0.6737472455924424,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
255,1,0.18104200514826485,2.861142417670237,-0.28081450196696267,192,-0.8527539295827202,56,-0.7390775371844616,199,0,0.7154771434287475,-0.4265632716518077,-0.5690356017641469,412,465,327,45,191,447,0.7264055947633243,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
256,1,1.120010688615254,-0.31565423266516174,-0.14146002358119195,112,2.4305682858980178,178,2.3236427430427233,594,0,0.3413309016856573,2.7750814353468116,-0.5690356017641469,278,499,289,64,47,276,-0.12338453778965602,3,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
257,1,2.729671288844379,-0.31565423266516174,-0.2827455109053336,468,0.578437805370422,96,0.13173910202478828,517,0,0.4291189390224618,-0.40879387125489475,-0.5690356017641469,335,544,47,125,100,338,0.14353516203001798,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
258,1,-0.40022432271225233,2.616773444567514,-0.339388439764215,441,0.578437805370422,96,0.10954511781920495,450,0,0.3413309016856573,-0.45436378517601017,-0.5690356017641469,424,57,398,82,248,637,-0.37772985650362745,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
259,1,-0.7579266783187244,-0.29610471481694395,-0.23543579191524516,67,0.9151888018299849,286,0.31642475630696393,613,0,0.2987864153946492,-0.4186816827660802,-0.5690356017641469,310,286,339,170,197,498,0.23525510732550917,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
260,1,0.0469036217958378,-0.2460090753308857,-0.42885852057540264,571,0.07331131068107768,102,0.12574474468354815,171,0,0.2987864153946492,0.6255571937847629,-0.0639243776817669,0,7,310,107,175,207,-0.3109525539509704,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1,-0.5343627060646794,-0.27533335210321247,3.7205578531607215,518,1.2519397982895477,152,1.990832060245605,88,0,0.06082892879954789,1.3420652743054458,2.840465160791918,383,477,24,27,228,286,0.20214455378293644,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
264,1,0.717595538557973,-0.2604268447439464,-0.3535491719789354,45,0.07331131068107768,257,-0.19894135460974027,38,0,0.5678360485770875,-0.4312922249832442,-0.5690356017641469,218,273,178,184,29,576,0.5586840834313168,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
265,0,-0.4896499116138704,-0.31223306704172366,-0.39796237756146735,176,-0.6843784313529387,97,-0.6543143519707271,220,0,0.4744004083096543,-0.4116599035769775,-0.5690356017641469,386,454,196,149,103,325,0.08518564502777556,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
267,1,-0.5790755005154884,-0.2968378217362521,-0.42467466787559893,186,0.2416868089108591,185,-0.15569280949484238,639,0,0.17633168165825175,-0.49921719101660494,-0.03235492617661814,73,248,179,45,198,121,0.0075303558666727,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
268,1,-0.5343627060646794,-0.2650698552328981,0.5022096225424603,36,2.4305682858980178,178,1.8567764324324165,559,0,0.2987864153946492,1.0554620420971728,0.22020068586457184,130,176,131,91,126,622,0.11108426656608895,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
271,1,-0.6237882949662974,-0.31565423266516174,-0.2775961537363444,450,-0.7685661804678294,2,-0.66427192077725,41,0,-0.10639916832924114,-0.4272797797323284,-0.0639243776817669,435,295,418,50,58,192,-0.42933912875439245,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272,1,-1.2497674172776236,-0.309300639364491,-0.2811363367900245,115,-0.8673184101795963,116,-0.7208467644441611,10,0,0.5678360485770875,-0.40263190176241687,-0.5690356017641469,326,50,106,114,244,381,-0.6127213551986271,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
273,1,-0.6237882949662974,-0.21301926396201812,-0.31299798427314524,469,0.07331131068107768,102,-0.07231674829395676,254,0,0.13718091096036344,-0.09095088673591983,0.09392287984397685,51,503,28,69,47,336,-0.0973189142061164,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
274,1,-0.6237882949662974,-0.21301926396201812,-0.31299798427314524,469,0.07331131068107768,102,-0.07231674829395676,254,0,0.13718091096036344,-0.09095088673591983,0.09392287984397685,51,503,28,69,47,336,-0.0973189142061164,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
275,1,-0.8920650616711515,-0.3002589873596902,-0.23157377403850324,348,0.9993765509448755,183,0.4580104859041898,452,0,1.6221886684842775,-0.4105134906481444,-0.5690356017641469,355,487,348,91,196,551,-0.468798138907419,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
276,1,-0.5790755005154884,-0.30294704606382017,-0.2940097297124975,38,-0.2634396857784852,357,-0.3538533827589794,68,0,0.3413309016856573,-0.4155290472117892,-0.5690356017641469,49,78,269,136,65,335,-0.7014910381425367,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
277,1,-0.04252196710578023,-0.31101122217621,-0.19037891668658952,178,-0.8527539295827202,278,-0.680322927211645,168,0,0.19013424104005985,-0.39231418540291907,0.5990341039263568,125,349,192,112,82,610,-0.5055173562881479,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
278,1,-0.9367778561219605,-0.3141880188265454,-0.3902383418079835,549,-0.8956896816313145,147,-0.8174005037671117,56,0,0.16098890178360864,-0.4787250599137134,-0.5412229149881108,249,351,120,159,95,398,-0.7157982405270439,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
279,1,0.31518038850069185,0.1730837135402842,-0.27952716267471533,56,1.2519397982895477,67,0.5267722048268453,208,0,0.09883539607506645,-0.39030796277746116,0.2833395888748694,356,73,47,167,13,58,-0.645272442297386,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
280,1,-0.8920650616711515,-0.30807879449897735,-0.24348166249179082,443,-0.6843784313529387,296,-0.5713841520596857,90,0,0.6652371908531116,-0.42126111185595466,-0.555902709938005,359,431,264,104,175,550,-0.9424014068256792,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
282,1,-1.2050546228268146,-0.3107668532031073,-0.4517087930127923,558,-0.9248186428250667,117,-0.8612930707451181,61,0,0.08057562708206777,-0.5148370671719559,0.47275629790576185,396,106,312,33,198,214,-0.11041009517911549,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
283,1,0.672882744107164,-0.2648254862597954,-0.2730904662134788,74,0.07331131068107768,102,-0.08534580598607376,502,0,0.6666247704956764,-0.09095088673591983,-0.5690356017641469,393,538,369,5,1,46,1.107228425621989,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
284,1,4.518183066876739,3.838618310081129,-0.14146002358119195,321,1.5045030456342199,211,1.4843336349824712,294,0,0.6652371908531116,1.4853668904095825,-0.5690356017641469,269,255,6,85,163,308,-0.08356064591357597,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
285,1,-0.9814906505727695,-0.31565423266516174,-0.3136416539192689,356,-0.010876438433813031,182,-0.1955230847209339,555,0,0.33833829339689864,-0.23425250284005641,-0.5690356017641469,136,231,110,47,202,227,-0.51885465184905,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
286,1,1.6565642220249623,-0.31565423266516174,-0.2840328501975809,475,-0.7685661804678294,132,-0.6650645630703065,202,0,0.5200676516964634,-0.40334840984293757,-0.25334108671265937,335,378,178,79,230,198,-0.16246617703738414,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
287,1,1.388287455320108,-0.28461937308111596,-0.2309301043923796,330,-0.855953064049086,68,-0.6509456222252367,376,0,0.2987864153946492,-0.4148125391312685,-0.5690356017641469,279,416,290,1,127,131,0.15770019205304775,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
289,1,-1.2050546228268146,-0.3107668532031073,-0.16849414871838533,271,0.9151888018299849,272,0.3794398186049595,177,0,0.11913231245251577,-0.377554118944193,-0.12706328069206438,396,404,193,104,198,52,2.30363841094071,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1,-0.44493711716306134,-0.31565423266516174,-0.30173376546598135,158,-0.7685661804678294,128,-0.6451989656005768,393,0,0.007536551110073041,-0.44633889467417853,1.1988536825241831,239,83,89,149,99,239,0.9294431465846901,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
291,1,0.8964467163612091,-0.31565423266516174,-0.363526051493852,0,-0.8634457737203113,240,-0.7591908353707715,630,0,-0.3826344400330036,-0.44060683003001305,-0.0639243776817669,317,177,58,26,9,601,-0.6026632373614941,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
293,1,3.445076000057323,-0.31565423266516174,-0.3294115602492984,62,-0.5160029331231574,266,-0.5578596929344084,59,0,0.47544025234154363,-0.3980462500470845,-0.0639243776817669,317,240,319,85,9,496,4.172046295353356,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
294,1,2.5508201110411424,-0.31565423266516174,-0.18748240327903307,414,0.41006230714064057,71,0.26539840869144865,63,0,0.5216944692084368,0.1956523454723533,-0.25334108671265937,317,240,319,85,9,496,3.4013146672220724,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
295,1,-0.5790755005154884,-0.30490199784864197,-0.21676937217765924,161,0.07331131068107768,155,-0.029563604612219206,492,0,0.04396479025110518,-0.09095088673591983,-0.0639243776817669,377,73,27,126,172,23,-0.5657146775396789,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
296,1,-0.6685010894171064,-0.27533335210321247,-0.3860544891081798,402,-0.010876438433813031,21,-0.27468823373995666,114,0,1.0818699404267795,-0.44791521245132404,-0.5690356017641469,383,509,237,77,185,488,0.31533442014191937,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
298,1,-1.0262034450235786,-0.2193728572626889,-0.2936878948894357,550,-0.8785995685609916,242,-0.7490846461343005,9,0,0.5444938381629988,-0.4355912734663683,-0.5690356017641469,192,409,231,59,228,17,0.7572638317218461,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
299,1,-0.44493711716306134,-0.2958603458438412,-0.2125855194778555,147,-0.010876438433813031,144,-0.2267333750100355,641,0,0.11821889277528605,-0.377554118944193,0.9147286189778443,362,478,317,149,9,356,0.8634724754212428,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
300,1,-0.35551152826144333,-0.29854840454797116,-0.35708935503261546,536,-0.8721171118791451,224,-0.7966431837176934,301,0,0.173577789647419,-0.46081235790069636,-0.5690356017641469,266,332,259,89,29,432,-0.308307235799203,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
301,1,-0.6237882949662974,-0.2638480103673845,-0.3101014708655888,121,0.1574990597959684,50,-0.10967001635424657,428,0,0.02405382686760756,-0.4080773631743741,1.5145481975756707,207,529,417,126,131,431,0.1401467807000525,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
302,1,0.9858723052628271,-0.290728597408684,-0.18104570681779655,340,-0.7685661804678294,95,-0.5902589466630948,330,0,0.7284844772032197,-0.38142326257900466,-0.5469054162590377,204,363,350,31,61,280,-0.8611277703936427,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
305,1,-0.7579266783187244,2.616773444567514,-0.14146002358119195,467,0.578437805370422,96,0.40054391965759006,201,0,0.2987864153946492,-0.09095088673591983,-0.0007854746714693929,424,377,119,82,18,204,-0.32129081508108637,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306,1,-1.1156290339251966,-0.21301926396201812,-0.41791613659130056,259,-0.9208618186166667,234,-0.8437063198679259,234,0,0.47121527876339236,-0.49721096839114703,-0.5690356017641469,51,500,346,116,159,661,0.6564788216468953,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307,1,0.672882744107164,-0.31565423266516174,-0.2804926671439008,28,-0.010876438433813031,127,-0.23802852768609128,460,0,0.7667721350084716,-0.4310056217510359,-0.5690356017641469,347,96,160,5,66,465,0.42261059156177727,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
310,1,-0.04252196710578023,-0.31565423266516174,-0.3271587164878656,8,-0.6843784313529387,7,-0.6241939448345782,310,0,-0.014015636830053585,-0.4053546324683955,1.6408260035962656,38,540,384,177,241,361,-0.2863954691464962,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
311,1,-0.9367778561219605,-0.22572645056335972,-0.3133198190962071,306,0.1574990597959684,36,-0.1127415052398407,361,0,0.5672590439498096,-0.377554118944193,-0.5690356017641469,273,505,113,62,219,65,0.29160460457273796,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1,1.6118514275741533,3.838618310081129,-0.14146002358119195,353,1.5045030456342199,211,1.3848074870605585,524,0,0.25424621715620854,1.3420652743054458,0.34647849188516683,269,584,43,85,163,424,0.25894206926820873,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
313,1,0.27046759404988285,-0.31565423266516174,-0.16785047907226167,512,0.8310010527150942,287,0.28679975060397545,76,0,0.21581599615569064,-0.377554118944193,-0.5690356017641469,38,328,384,177,128,289,-0.1802378661066428,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
314,1,1.9248409887298163,4.816094202492021,-0.27502147515184977,207,0.578437805370422,292,0.13342346689753345,309,0,0.05869113806560572,-0.377554118944193,1.1357147795138858,94,544,61,180,114,590,-0.08741481522821228,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
315,1,0.583457155205546,-0.31565423266516174,-0.22932093027707046,177,0.8310010527150942,287,0.312164303981785,550,0,0.13448366119461155,-0.38056345288237986,0.06235342833882811,158,418,388,79,191,423,1.1094836151016485,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
318,1,0.27046759404988285,-0.31565423266516174,-0.16752864424919986,544,-0.09506418754870374,343,-0.17486484495814764,615,0,-0.1432087591646179,-0.377554118944193,-0.5690356017641469,56,89,142,102,172,369,-0.15650768123368536,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
319,1,-0.08723476155658924,-0.26164868960946,-0.3014119306429195,482,-0.010876438433813031,6,-0.21048420800237624,367,0,0.173577789647419,-0.43487476538584763,-0.5690356017641469,113,8,159,168,164,482,-0.14526590642505544,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,1,-0.40022432271225233,-0.31565423266516174,-0.14146002358119195,6,0.9151888018299849,272,0.8754852736284103,334,0,-0.12028183184091791,1.0554620420971728,0.6621730069366544,69,554,279,84,6,507,-0.11517993641995818,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
321,1,1.388287455320108,3.10551139077296,-0.24412533213791446,574,-0.6843784313529387,126,-0.5686099040339878,369,0,0.7154771434287475,-0.3944637096444811,-0.22177163520751064,402,54,41,106,110,565,0.1331802534530617,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
322,1,-1.2050546228268146,-0.30343578401002563,-0.32136568967275275,435,-0.8787679440592214,222,-0.7467067192551309,409,0,0.3817133691259544,-0.43931711548507585,-0.5378449836770599,340,126,15,129,197,609,-0.1536395002434479,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
323,1,0.18104200514826485,-0.13995294100430394,-0.3271587164878656,296,-0.866813283684907,125,-0.759884397377196,310,0,0.6420764530968079,-0.43143552659934836,-0.5690356017641469,307,186,4,94,132,375,-0.06279315981676276,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
325,1,-0.40022432271225233,-0.29439413200522485,-0.16785047907226167,319,-0.2634396857784852,216,-0.3375051354646881,76,0,-0.014015636830053585,-0.383859390052775,0.3149090403800181,411,372,279,13,228,472,-0.24350364130655353,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
326,1,0.0916164162466468,-0.29097296638178677,0.5022096225424603,36,0.578437805370422,123,0.7658529364700266,174,0,0.49887197314544074,1.0554620420971728,-0.5690356017641469,179,148,237,5,59,112,-0.25363800838306066,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328,1,-0.04252196710578023,-0.31565423266516174,-0.3728592613626449,127,-0.6843784313529387,99,-0.6337551924945728,370,0,0.5173807711851441,-0.38715532722317014,-0.5690356017641469,52,367,402,66,234,126,-0.4427925871394009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
329,1,-0.8473522672203425,-0.28950675254317043,-0.3506526585713789,567,-0.010876438433813031,24,-0.27860190506192334,662,0,0.05869113806560572,-0.44060683003001305,0.030783976833679356,63,62,51,104,198,355,0.8713550007328397,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,1,1.29886186641849,0.1730837135402842,-0.2904695466588174,83,-0.8796940092994852,267,-0.7516111934434183,558,0,0.25089987345067594,-0.4269931765001201,-0.5690356017641469,356,98,47,179,220,504,-0.5058905545403921,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
333,0,1.120010688615254,-0.22328276083233248,-0.2705157876289842,366,0.07331131068107768,155,-0.19255067612197185,448,0,0.3114182067142623,-0.38514910459771223,-0.5690356017641469,142,354,219,160,125,101,-0.30664408343794464,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
334,1,1.254149071967681,-0.31565423266516174,-0.37575577477020133,418,0.3258745580257498,344,-0.09198418519042235,478,0,0.5173807711851441,-0.46210207244563356,0.15706178285427436,347,579,401,5,66,384,1.0854954787353424,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
335,1,-0.31079873381063433,-0.13237750283811953,-0.15079323344998488,220,3.188258027932034,291,2.640551039835394,190,0,0.4744004083096543,2.345176587034402,-0.5690356017641469,147,200,35,104,56,543,0.6521449555040741,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
336,1,-0.31079873381063433,-0.1883379976786431,-0.4217781544680425,256,0.1574990597959684,227,-0.17506300553141177,489,0,-0.005908339373385096,-0.40549793408449963,-0.5690356017641469,304,488,310,104,175,78,0.30853594050149485,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
337,1,0.0469036217958378,-0.31565423266516174,-0.31171064498089796,57,-0.010876438433813031,44,-0.23119198790847856,193,0,0.34908434643071484,-0.377554118944193,-0.5690356017641469,401,194,180,51,240,434,1.1421602271150446,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
340,1,-0.35551152826144333,-0.3068569496334637,-0.4253183375217226,524,-0.9131165456980969,154,-0.843805400154558,210,0,0.10567987268537223,-0.5005069055615422,-0.5690356017641469,243,42,25,4,66,502,0.4368473624404215,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
341,1,0.0021908273450287827,-0.29634908379004665,-0.19939029173232065,472,0.578437805370422,96,0.9185851983133602,568,0,-0.07521229972404418,1.7719701226178555,0.030783976833679356,85,134,367,158,175,636,-0.19739594496159488,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
343,1,-0.4896499116138704,-0.21301926396201812,-0.2911132163049411,203,-0.7685661804678294,231,-0.6899337150149556,342,0,-0.23894763548279577,-0.3910244708579818,-0.5690356017641469,51,4,47,33,47,11,-0.3915007194937774,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,1,1.030585099713636,-0.24771965814260477,-0.39474402933084907,469,0.2416868089108591,194,-0.013463058034508077,572,0,0.14416912157948567,-0.09095088673591983,0.030783976833679356,291,430,50,79,60,251,-0.10357609043389514,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
345,1,0.22575479959907385,-0.24771965814260477,-0.1533679120344795,221,-0.010876438433813031,235,-0.1223027528998353,673,0,0.03106004094908832,-0.23425250284005641,-0.5690356017641469,291,430,298,83,128,323,-0.10349853664092247,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
347,1,1.075297894164445,-0.2746002451839043,-0.14146002358119195,527,0.2416868089108591,194,0.2244782503124044,431,0,-0.14246745116741136,0.1956523454723533,0.9778675219881419,293,173,250,112,5,259,0.06067335149556927,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
348,1,0.717595538557973,-0.26238179652876814,-0.4539616367742251,204,-0.5160029331231574,40,-0.6237976236880499,128,0,-0.06616082350038865,-0.5158401784846848,-0.5690356017641469,183,258,173,89,206,517,-0.5195394369729246,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
349,1,-0.4896499116138704,-0.18564993897451315,-0.2840328501975809,467,0.07331131068107768,102,-0.03788634868931296,202,0,0.26455476510646764,-0.09095088673591983,-0.5690356017641469,313,467,254,82,248,550,-0.610160799457695,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350,1,1.343574660869299,-0.2540732514432756,-0.3957095338000346,337,-0.8629406472256219,212,-0.7586954339376112,356,0,0.18346664470037546,-0.42183431832037116,-0.5690356017641469,339,495,250,106,65,602,-0.2737434479170681,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
351,1,-0.31079873381063433,-0.2914617043279922,-0.40793925707638395,453,-0.8803675112924043,279,-0.8042723657883627,339,0,0.3063803867414245,-0.4959212538462098,-0.5393287478978019,16,498,93,77,0,181,-0.614457289180687,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
352,1,-0.40022432271225233,-0.12920070618778412,-0.20293047478600074,393,-0.2634396857784852,189,-0.3091681734879165,151,0,-0.07521229972404418,-0.3938905031800646,-0.0007854746714693929,406,373,30,4,26,474,-0.2910496607515968,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
353,1,-0.13194755600739827,-0.07128525956243878,-0.23189560886156507,295,-0.09506418754870374,23,-0.24808517677924624,192,0,-0.5115847520531316,-0.377554118944193,0.5674646524212081,121,403,117,147,21,39,-0.7893777397386507,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
354,1,0.8964467163612091,-0.3068569496334637,-0.4291803553984645,523,-0.8616778309888986,124,-0.8053127087979994,530,0,-0.32123825499096476,-0.47141667749240246,-0.5690356017641469,213,99,368,35,122,83,-0.6438824740112006,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
355,1,-0.2660859393598253,-0.29414976303212215,-0.27952716267471533,236,-0.8855029639884127,208,-0.7369968511651882,115,0,-0.10609763837317442,-0.4360211783146807,-0.5572286269012212,318,269,47,54,61,316,-0.17729442868068895,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
356,1,-1.2944802117284326,-0.2992815114672793,-0.3760776095932632,325,-0.6001906822380481,306,-0.561773364256375,454,0,0.2824565998006452,-0.23425250284005641,-0.5690356017641469,328,244,62,54,51,403,0.2931516708483371,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
359,1,-0.35551152826144333,-0.27826577978044514,-0.38830733286961255,88,-0.010876438433813031,6,-0.2474411549161378,349,0,-0.18606216515068294,-0.377554118944193,-0.34804944122810566,132,541,159,168,61,145,0.043946864054855435,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
360,1,-1.4733313895316686,-0.30050335633279296,-0.265366430459995,487,-0.8548586233105925,137,-0.7118304583606427,359,0,-0.005102772398268464,-0.41194650680918576,-0.5690356017641469,48,497,321,34,239,266,-0.5368324316099621,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
361,1,-1.2050546228268146,-0.26238179652876814,-0.29561890382780664,212,0.49425005625553126,206,0.20649517828868397,629,0,0.06798227337673991,0.05235072936821674,-0.5690356017641469,119,143,249,104,16,516,-0.06071058388126438,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
